,date,tweet,username,retweet,nlikes,nreplies,nretweets,near
21,2020-05-31 18:29:30,"Hate is learned... As a #transgender mom myself, I don't want my kids to read her works. #HarryPotter is full of #racist & #classism rhethoric itself and @jk_rowling only retconned characters as diverse and gay after the fact to cover her ass -  https://commons.nmu.edu/cgi/viewcontent.cgi%3Farticle%3D1045%26context%3Dtheses&ved=2ahUKEwiX5_eG3d7pAhX8B50JHVQwCe0QFjAAegQIAhAB&usg=AOvVaw2USyMadkcv63T44fyHALoF …",PrncessODrkness,False,1,1,0,United States
22,2020-05-31 18:17:34,please put all the harry potter movies on @netflix,ASchelbe,False,0,0,0,United States
23,2020-05-31 17:56:29,I’m just gonna watch Harry Potter and nap today 😂,agalvan87_,False,1,0,0,United States
24,2020-05-31 17:46:27,Speechless over this work of art I was gifted by my dear friend Rachel! This gorgeous quilt has things all over it that I love - #harrypotter #lipstick #succulents #littlemermaid #cat #magiclamp and so much more.…  https://www.instagram.com/p/CA3HLK3Dz5q/?igshid=11k103ma69a9f …,KumiROCKS,False,0,0,0,United States
25,2020-05-31 16:50:18,harry potter marathon/ ice cream sunday week  https://twitter.com/notnamic/status/1267104354013675520 …,RheanneHarrell,False,2,0,1,United States
26,2020-05-31 16:19:31,"If you stan Katniss Everdeen and Harry Potter, you should also stan the protestors.",TheAmeliaFortes,False,1,0,0,United States
27,2020-05-31 15:58:01,"All I want is one movie streaming site, just one to have ALL the Harry Potter movies.. Is that too much to ask for??",RowanLeigha97,False,2,0,0,United States
28,2020-05-31 15:20:20,I still remember the nurse saying “you’re gonna look like Harry Potter now man” while my doctor was stitching my forehead up. Pinche mamon lmao,Salz_88,False,16,0,0,United States
29,2020-05-31 15:03:38,This is the gayest hashtag ever. Of course they named it after a Harry Potter character. Anonymous AWFL confirmed.  https://twitter.com/Lisxxsi/status/1267063154938445824 …,HavingSexRN,False,1,0,1,United States
30,2020-05-31 14:38:13,harry potter and the prisoner of azkaban  pic.twitter.com/wlQLXCMF96,cheersitskatie,False,2,1,0,United States
31,2020-05-31 14:18:41,I’m a huge fan of the 1st amendment EXCEPT when someone uses a harry potter reference in politics,WookWeasley420,False,2,1,0,United States
32,2020-05-31 13:45:38,bought the harry potter 20th anniversary ravenclaw edition! 💙 it means i can start annotating my older copies of harry potter! ✨✨ time for a reread ✨🌟✨💙,_christelleb,False,1,0,0,United States
33,2020-05-31 12:13:01,Ok time to be honest. What’s your favorite opening chapter of scripture? #TwitterStake #HarryPotter,USUtheRightBlue,False,2,0,1,United States
0,2020-06-01 23:21:08,"Day 76- Visiting a friends fire pit, celebrating a friend’s Harry Potter Birthday (thanks for the goodie bag) and darts  pic.twitter.com/qCNeoc64iZ",LeahNtuala,False,1,0,0,United States
1,2020-06-01 22:40:26,I’m on the 4th #HarryPotter,melaninmagictrp,False,1,0,0,United States
2,2020-06-01 22:39:08,When I get depressed...I watch #HarryPotter,melaninmagictrp,False,0,0,0,United States
3,2020-06-01 22:36:49,"Very early in his life,Harry Potter learned his abusive family was the problem, not him? So why didn't Miss Figg adopt him or at least TELL Dumbledore he was being abused? Why did NO ONE check in on him for a DECADE other than ""is he alive, Arabella?"" No Wizarding child services?  pic.twitter.com/FHdXMyVehE",TrackSuitsOn,False,0,0,0,United States
4,2020-06-01 22:34:29,"You're telling me Harry Potter could regrow his hat, but not fix his own eyeglasses? Whatever happened to his ability to jump high and have metamorphamangus type abilities? He could have just JUMPED over tbe wizards chess board or grabbed the old key w/o a broom!🙄  pic.twitter.com/suxkZ7OQX7",TrackSuitsOn,False,0,0,0,United States
5,2020-06-01 22:28:31,I just saw HBO Max has all Harry Potter movies and yas bc I’m boutta buy me some snacks and have a movie night to myself bc fck I’m tired from typing up and down FB 😭,Mowwwleeteecuhh,False,5,0,0,United States
6,2020-06-01 21:55:52,HARRY POTTER,ShawnAcosta,False,0,0,0,United States
7,2020-06-01 21:22:13,I really want actually I’m sorry I really need a Harry Potter marathon and a margarita,christineal31,False,1,0,0,United States
8,2020-06-01 21:18:49,"I cannot wait to educate my children on 2020 !
son: "" dad  heard 2020 was a movie "" 
Me:  damn right son longer then a Harry Potter movie marathon""",_Anubis_X_,False,2,0,0,United States
9,2020-06-01 21:16:04,Let me gon and try to read Harry Potter or sumn....,Urr_kah,False,1,1,0,United States
10,2020-06-01 20:34:43,Why didn’t Harry Potter play professional Quidditch?,RunCrissieRun,False,0,0,0,United States
11,2020-06-01 20:18:53,I can’t believe I thought Harry Potter was super weak kiddie films & books. I am so sorry to everyone I side eyed the last 19yrs of my life when they would even mention a Harry or a Potter. Forgive me. I am now a fan. Moving on to the 4th film later today. God Bless Us All ❤️🙏🧙🏾‍♂️,BlameSwoope,False,13,3,2,United States
12,2020-06-01 20:04:26,This was in my Harry Potter FB group and honestly the accuracy 😭  pic.twitter.com/08FC2Gu683,lea_banks95,False,4,0,0,United States
13,2020-06-01 19:53:52,I’m starting to think Harry Potter was a documentary 🧐,Brett_uchiha,False,0,1,0,United States
14,2020-06-01 19:39:19,Mad Libs Behind The Scenes And Crafting A DIY Harry Potter Wand!  https://youtu.be/zwt62NxEpIc  via @YouTube,wdwdisneyland7,False,0,0,0,United States
15,2020-06-01 18:09:48,If Harry Potter taught us anything it's that no one should live in the closet 🏳️‍🌈🌈 #pride pic.twitter.com/h4OB5HqXha,kiwixlover,False,0,0,0,United States
16,2020-06-01 17:32:28,Magical Harry Potter Swap Box Unboxing | Surprise Box  https://youtu.be/jaMsmF3E-mY  via @YouTube,wdwdisneyland7,False,0,0,0,United States
17,2020-06-01 17:27:57,"All I did was wanna show love to Brie for spreading views that I stand with & I see obnoxious ppl like yourself being an asshole just to be one. No need for trolls during these times go try to find a harry Potter or marvel, star wars group to vent in. Be blessed. #spreadchange",mufasa37,False,0,3,0,United States
18,2020-06-01 14:37:28,"I am absolutely in LOVE with my beautiful new logo created by shivanijaveri 
.
.
When I told her I wanted something magical that was related to Harry Potter she delivered something beyond my wildest dreams! Not only…  https://www.instagram.com/p/CA5WVrcA5n0/?igshid=1tnr81mnccc8l …",ThisMomTeaches,False,0,0,0,United States
19,2020-06-01 14:26:46,"The Harry Potter fanfic ""Bond"" by Anna Fugazzi",liorasophie,False,0,0,0,United States
20,2020-06-01 14:24:17,EWW! Harry Potter Bertie Botts Every Flavor Beans Reaction and Tasting C...  https://youtu.be/XM9LlFv93Xk  via @YouTube,wdwdisneyland7,False,0,0,0,United States
21,2020-06-01 14:10:04,"@jk_rowling please DONT stop commenting on children’s drawings! Studies show, and we all know, that Harry Potter teaches empathy. We may escape in your books for a while, but we learn in them how to embrace those different from us.   https://www.businessinsider.com/harry-potter-teaches-empathy-2014-9 … https://twitter.com/jk_rowling/status/1267449312205778945 …",RusmirMusic,False,12,0,0,United States
22,2020-06-01 13:03:27,"Live update: the world is shit & full of evil & racist people, so the as many #HarryPotter movies in a day marathon, has been postponed #GeorgeFloyd #BreonnaTaylor #protests2020 #BlackLivesMatter",vilvaraja,False,2,0,0,United States
23,2020-06-01 12:25:39,I’m going back through Harry Potter and I’m on Half Blood Prince and good lord the hormones in this book.... I don’t miss being 16 lol,PRICEboy13,False,0,0,0,United States
24,2020-06-01 11:50:37,"June 1st Dinosaur, Flip a Coin,
Heimlich, Go Barefoot, Milk Day,  Hazelnut Cake,  Nail Polish,  Oscar The Grouch, Say Something Nice, & Stand For Children #JOTD What dinosaur would Harry Potter be? The Dinosorcerer 1938
1st issue of Action Comics, featuring Superman was published  pic.twitter.com/0Kcwd4SkmF",bookgirl614,False,9,4,5,United States
0,2020-06-02 23:40:01,"@kkimcornejo *talking*
Me: shhh 
@kkimcornejo: what
Me: “nothing, I thought I heard the Harry Potter theme”",brendanaomi,False,1,0,0,United States
1,2020-06-02 22:51:11,"Actual conversation b/w my 2 daughters today:

4yo-I like magic but don’t like Harry Potter. 
6yo-but everything in Harry Potter is magic!
4yo-I know but I don’t like it. 
6yo-but that doesn’t make sense! 
4yo-I’m glad you like it. 
6yo-You’re the worst!

I may be raising a nerd.",fschmnn,False,7,0,0,United States
2,2020-06-02 22:50:28,"Prisoner of Azkaban is my favorite, it’s a Harry Potter/Back to the Future mash up",evansinco,False,1,0,0,United States
3,2020-06-02 22:11:57,Let's be Friends in Harry Potter: Wizards Unite! My Friend Code is: 5178 6880 2092.,__Trouble_,False,1,0,0,United States
4,2020-06-02 21:05:18,Just remembered they killed Dobby in part 1 of the last year of Harry Potter. Bullshit.,jmalone327,False,1,1,0,United States
5,2020-06-02 20:22:02,Ever since the 5th Harry Potter movie I felt like Pink became the diluted color for the Republicans.,KINGJOSIAS2YOU,False,0,0,0,United States
6,2020-06-02 19:54:11,You could always use the Dark Mark from Harry Potter...  pic.twitter.com/1ry1d4LLXI,racerbluegold,False,4,1,0,United States
7,2020-06-02 18:51:29,Let's see what this Harry Potter shit is all about...,Julioe14,False,7,1,0,United States
8,2020-06-02 18:48:30,Two Harry Potter movies down six more to go,BoxerCabrera,False,0,0,0,United States
9,2020-06-02 17:58:28,Reminds me of the sorting hat from Harry Potter.  pic.twitter.com/01z2mUpzJz,RedDeadRiot,False,5,1,0,United States
10,2020-06-02 17:56:40,"I feel like my version of an annoying Harry Potter fan for even noticing, but Trump using tear gas and force to take a photo op at a church is a direct mirror to the GOT plot line of Cersei trying to reconcile w the faith.",The_Tim_Sylvia,False,6,0,0,United States
11,2020-06-02 17:56:31,"So, Brooklyn got #TheIcabog written by @jk_rowling in her inbox yesterday. We had mentioned something about it to her since we are currently re-watching the Harry Potter series. Our son walked  in this morning and said “Brooklyn is reading a book.” It was 6:20 in the morning!",JohnTho2200,False,0,1,0,United States
12,2020-06-02 17:52:57,"A friend of mine hired me to do a book by book Harry Potter study guide for her daughter on lockdown. As the go-to Muggle Studies liason for the series, I could create a great selection. To go with @jk_rowling's 7 theme, guess how many times Hogwarts tried to reach Harry by mail? pic.twitter.com/2m1pqj3KpO",SceneByAshlix,False,0,0,0,United States
13,2020-06-02 17:19:30,I knew reading all those Harry Potter and Percy Jackson books would come in handy one day🤠,katarinaceprnic,False,3,0,0,United States
14,2020-06-02 16:56:04,"Others said it was a copy of Harry Potter and the Sorcerer's Stone, a revered religious text among the #Left. But in the end, #Episcopal believers couldn't figure out what the book was and were slightly frightened by it.  https://babylonbee.com/news/episcopalians-confused-by-strange-book-trump-brought-to-church?utm_content=bufferda121&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer …",Colchester1891,False,0,0,0,United States
15,2020-06-02 16:16:27,"Special Delivery—Your June 1st #IndieverseNewsletter is here at  https://www.authorjbrichards.com/so/dbN9n359c#/main …
#writingcommunity #amwriting #writerslift #authorservices #bookreviews #bookpromos #readingcommunity #amreading #newreleases #freebies #giveaways #HarryPotter #JKRowling #Ickaboo #Twilight",JeanneRichard11,False,5,0,4,United States
16,2020-06-02 15:21:12,alternate universe Harry Potter where he came out of Hogwarts as alt-right  https://twitter.com/SaysSimonson/status/1267230576244920333 …,grvlol,False,0,0,0,United States
17,2020-06-02 14:17:00,"“While we may come from different places and speak in different tongues, our hearts beat as one."" — Albus Dumbledore; Harry Potter and the Goblet of Fire

#blackouttueday pic.twitter.com/orHU4W9bbL",EmmaSchmeidler,False,0,0,0,United States
18,2020-06-02 14:04:02,Wizard's Vault Unboxing | Harry Potter Subscription Service | May 2020  https://youtu.be/f1WCcUuWZKA  via @YouTube,wdwdisneyland7,False,0,0,0,United States
19,2020-06-02 11:39:20,"Definitely get a birthday button. Ride Hagride. Everything else is gravy 😂

What kind of rides do you like/not like? How do you feel about Harry Potter? Are you going to have park to park tickets? And how many days are in the park.",megadis13,False,1,0,0,United States
20,2020-06-02 11:28:08,"My last/only post today before I observe the black out: YAW grant applications for Round 1 2020 closed last weeek. ROUND 2 for 2020 just went live!!!

If you are a BIPOC music/Harry Potter creator, I’d love to give you some funds! Our application is at:  http://yesallwitches.org ",TonksNtheAurors,False,12,1,10,United States
21,2020-06-02 11:04:31,What did Harry Potter learn anyway? And how much could he have learned?  pic.twitter.com/I77YrdWwAa,kudojeff,False,0,0,0,United States
22,2020-06-02 10:23:24,I watched all 8 Harry Potter movies. My work is accomplished. #HarryPotterAtHome #HarryPotter #Gryffindor #Hufflepuff #Ravenclaw #Slytherin #JKRowling,gamermaniac25,False,0,0,0,United States
23,2020-06-02 10:12:40,Release Harry Potter 60,Tolkolbobo,False,0,0,0,United States
0,2020-06-03 23:51:22,Watching Killing Eve on BBC.  New respect for Aunt Petunia #harrypotter,mullhouse35,False,0,0,0,United States
1,2020-06-03 23:48:59,⭐️⭐️⭐️⭐️⭐️ the niche Harry Potter tweet we needed at this moment. ⭐️⭐️⭐️⭐️❤️  https://twitter.com/Lin_Manuel/status/1268164090788225025 …,megastore,False,0,0,0,United States
2,2020-06-03 23:47:25,Prisoner of Azkaban is my favorite Harry Potter simply because Hermione punches Malfoy in the face.,Lloyd_PHewitt,False,2,0,0,United States
3,2020-06-03 23:13:01,i would kill for a harry potter or avatar action adventure video game that’s like breath of the wild,najwilsonn,False,0,0,0,United States
4,2020-06-03 23:02:05,"I remember there was this one summer, a new Harry Potter book came out, and all I wanted to do was read it and eat Big Macs from Mcdonald’s. I miss those days 🤔",danielleradin,False,46,4,2,United States
5,2020-06-03 22:59:55,I will be doing that soon myself.  Super excited about creating one. Of course for me it MUST be Harry Potter. 😊,crusso_tds,False,2,0,0,United States
6,2020-06-03 22:57:34,"Harry Potter and the Deathly Hallows - Part 2
Cinematographer: Eduardo Serra
Director: David Yates  pic.twitter.com/3ct1KvqEo4",JDKFilmmaker,False,0,0,0,United States
7,2020-06-03 22:54:23,"Harry Potter and the Deathly Hallows - Part 1 (@HarryPotterFilm)
Cinematographer: Eduardo Serra 
Director: David Yates  pic.twitter.com/P3MYPGrCWG",JDKFilmmaker,False,2,0,1,United States
8,2020-06-03 22:52:15,"#46
Harry Potter and the Prisoner of Azkaban
dir. Alfonso Cuaron  pic.twitter.com/qpZifyAiuV",Cinemagan,False,1,1,0,United States
9,2020-06-03 22:50:35,Harry Potter.,ashy394,False,0,0,0,United States
10,2020-06-03 22:43:45,If you’re having a bad day just think about the book company that turned down the chance to publish Harry Potter. It can’t be that bad.,DanteysArt,False,4,0,0,United States
11,2020-06-03 22:35:45,Harry Potter & Star Wars cross over confirmed.  https://twitter.com/jk_rowling/status/1268284129239543813 …,tj_morrison714,False,6,1,0,United States
12,2020-06-03 22:28:16,"This is the bird I want on my beach...hi Ron (from Harry Potter). #heron #blueheron #birdsofvictoria #yyj #yyjwildlife #wildlife #inourbackyard #spring @ Esquimalt, British Columbia  https://www.instagram.com/p/CA_V0Avj-g1/?igshid=54xs67m8aaih …",SparkySnacks,False,1,0,0,United States
13,2020-06-03 22:20:30,@jvn reading Harry Potter?? Omg I’m blown away,elissalanna,False,0,0,0,United States
14,2020-06-03 22:12:44,Can someone please make me invisible like on Harry Potter 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣  pic.twitter.com/51Jvx41DEH,gandolf_s,False,43,2,1,United States
15,2020-06-03 22:02:53,Uh I love Harry Potter ! That’s my fav of the books too.,IMterriblyvexed,False,0,0,0,United States
16,2020-06-03 21:48:44,Voldemort's #Costume Was Child Approved (Costume Tidbits and Obsessive Co...  https://youtu.be/l2ovuFMU2PM  via @GameOfDepth #HarryPotter,messiahcomplex,False,2,0,2,United States
17,2020-06-03 21:27:52,"@Nnedi Binti series (African Science Fiction)
@rickriordan Heroes of Olympus/Magnus Chase/Trials of Apollo (Current Age Greek/Roman/Norse Mythology)-think Harry Potter but gods
@rosiesrambles A Song of Wraith and Ruin (new pick up for me) https://twitter.com/CouRageJD/status/1268291370952736771 …",ThaKingTai,False,0,0,0,United States
18,2020-06-03 20:36:56,Ending 3rd year medicine like it’s Harry Potter and Deathly Hollows. 🤷🏻‍♂️,johntastick,False,14,0,0,United States
19,2020-06-03 20:33:06,For Harry Potter night tomorrow at the Drive-In we want you to drop your favorite HP gifs below! ⚡️  pic.twitter.com/7nB4faou7h,MadisonMallards,False,3,1,0,United States
20,2020-06-03 20:01:21,HOLY FUCKING SHIT THE PEOPLE WHO MAKE POKÉMON GO AND HARRY POTTER WIZARDS UNITE ARE DONE FUCKING AROUND  https://twitter.com/NianticLabs/status/1268196386454949888 …,FredFromHon,False,354,2,110,United States
21,2020-06-03 19:41:00,Looking for any good Harry Potter podcast suggestions. I've tried 4-5 of them so far and they've all been disappointingly awful,LithePanther,False,1,2,0,United States
22,2020-06-03 19:01:19,You mean Harry Potter: Wizards Unite,werngee,False,0,0,0,United States
23,2020-06-03 18:55:49,Should i do a Harry Potter marathon 🤔,nena_demami,False,0,0,0,United States
24,2020-06-03 18:51:31,If South Park went to Hogwarts.... 🖤🐍🖤 #southpark #hogwarts #harrypotter #slytherin #ravenclaw #gryffindor #hufflepuff #fword #mrgarrison #cartman #tiktok #fuck pic.twitter.com/5P7cvdZmWk,_AyoTeo_,False,35,4,3,United States
25,2020-06-03 18:50:43,It’s been too long. #UniversalOrlando #WizardingWorldOrlando #HarryPotter  pic.twitter.com/Wsp9TMtGIZ,thrillgeek,False,50,2,6,United States
26,2020-06-03 18:42:38,"ONLY 3 hooded Harry potter blankets left in stock😯
These sell fast. 
Check on your Harry Potter friends, they're not ok😭
#Hp #wizard #destination #daytrip #Cherishtreats #artisanmarket #corunnaontario #lambtoncounty…  https://www.instagram.com/p/CA-7_Ysn9hh/?igshid=1prdrcfgl4pol …",cherishcorunna,False,0,0,0,United States
27,2020-06-03 18:38:12,Wait... don’t all true Harry Potter fans do laundry like this?!? 🤔 🧙‍♂️  https://twitter.com/ainnanism/status/1267713842299076608 …,NetShaffer,False,0,0,0,United States
28,2020-06-03 18:02:50,"It’s going to be a MAGICAL night at the Drive-In tomorrow! ⚡️ Harry Potter and the Sorcerer’s Stone playing after Trivia! 

Tickets  https://northwoodsleague.com/madison-mallards/2020/05/15/get-tickets-now/ …
#MadisonWi #HarryPotter #Trivia #DriveIn pic.twitter.com/IJzGz45UCf",MadisonMallards,False,3,0,1,United States
29,2020-06-03 17:31:12,@meeshfitz Who is your favorite Harry Potter character Michele ?,CoelhoGreiner,False,0,0,0,United States
30,2020-06-03 17:29:18,@FantasticBeasts Just waiting for be some auditions and casting for the next chapter of Fantastic Beasts!! Very hyped! #HarryPotterAtHome #FantasticBeasts #HarryPotter,ItsLucasLogan,False,1,0,0,United States
31,2020-06-03 17:11:18,We were supposed to be there 2 weeks ago...We’ve been binging Disney and Harry Potter to fill the void.,CDunning929,False,2,1,0,United States
32,2020-06-03 17:10:12,"But I rarely watch movies twice unless it’s glitter, Harry Potter, twitches, Halloween town, and maybe a few more.",jfair9,False,0,1,1,United States
33,2020-06-03 17:09:31,Watching Harry Potter with my kid for the first time ❤️  pic.twitter.com/23isikjCmy,DUNkSBRJ,False,3,0,0,United States
34,2020-06-03 16:52:20,"I had my Harry Potter DVDs removed because it “possibly” violates their digital media rules (must sell something physical). In the ad, I said that the digital DL codes expired years ago so I’m explicitly NOT promising those. on appeal they decided it still violates the policy.",StyveGhingold,False,1,0,0,United States
35,2020-06-03 16:29:21,Khia ain’t nothing nice with that mouth Chile lol she will read you like a Harry Potter book bitch lol,_Kayaaaaaaaaaaa,False,3,0,1,United States
36,2020-06-03 16:17:41,"Just watched all of the Harry Potter movies, and Dobby didn’t need to die. He just didn’t.",jmalone327,False,4,0,0,United States
37,2020-06-03 16:09:09,If you’re a Harry Potter fan - you HAVE to read J.K.’s newest work 💕 I wake up so excited for her to release new chapters each day!  https://twitter.com/jk_rowling/status/1268182139859861505 …,MBandzul,False,0,0,0,United States
38,2020-06-03 16:07:31,Imagine is the Harry Potter of music.  https://twitter.com/katie_honan/status/1268198261158031360 …,frathermatt,False,13,2,0,United States
39,2020-06-03 15:42:11,"I have missed her so much✨⚡️✨
#universalstudios #hogwarts #harrypotter #orlandoflorida #uoap @ Hogsmeade Village  https://www.instagram.com/p/CA-nVuLjDJe/?igshid=7xgo8q9vi0eb …",jennar514,False,0,0,0,United States
40,2020-06-03 15:01:47,Yes it is a good TV show and also a famous line in the Harry Potter movie,CParsonsDobney,False,0,0,0,United States
41,2020-06-03 14:48:01,"Got these in yesterday not on the site yet comment below or dm us for orders. Those that place orders last post expect tracking numbers today..
.
.
#harrypotter #japanesestyle #sailormoon #pokemon #legendofzelda…  https://www.instagram.com/p/CA-hJCQnTiH/?igshid=ws64it0srzyc …",LazyNerdsDesign,False,2,0,2,United States
42,2020-06-03 14:38:11,Here we are! #hogwarts #hogsmeade #harrypotter #universalorlando #universalstudios #UOAP pic.twitter.com/IN9alOh5nJ – at Hogwarts School of Witchcraft And Wizardry,yourWDWguy,False,7,1,0,United States
43,2020-06-03 14:07:53,Noah’s gonna love his Harry Potter bed set!  pic.twitter.com/ASZ0aq7LZu,kayladyson93,False,0,0,0,United States
44,2020-06-03 14:01:48,"Hogwart’s Sorting Hat #harrypotter #sortinghat #gryffindor #hufflepuff #slytherin #ravenclaw #peachland #okanagan #explorebc #getoutdoors @ Peachland, British Columbia  https://www.instagram.com/p/CA-b2cfHapS/?igshid=1cjexclu0rfcf …",trainingdavid,False,0,0,0,United States
45,2020-06-03 13:59:42,Oh bitch they got every Harry Potter movie on here brb,Jay_Piff,False,1,1,0,United States
46,2020-06-03 13:51:02,“Security Processing” (i.e. pre-ride photos) are still taking place at Harry Potter and the Escape from Gringotts. Guests are encouraged to “smile with their eyes” 😊  pic.twitter.com/YMrOYqBFvS – at Harry Potter and the Escape from Gringotts,UniNewsToday,False,8,0,0,United States
47,2020-06-03 13:14:55,"WLL’s Board Members Rich & Joanna will be joining our beautifulpeoplesports friends today to chat movies!
.
Goonies, National Lampoons, Dirty Dancing, Major League, Karate Kid, Harry Potter..let’s talk!…  https://www.instagram.com/p/CA-WfJcJ0Lg/?igshid=1gdczyhg7yvy7 …",WarwickNYLL,False,0,0,0,United States
48,2020-06-03 13:06:47,I did not get a whole ass sleeve of Harry Potter tattoos to not stand up to real life Fucking death eaters when I see them. #acab,dangerdandilion,False,1,0,0,United States
49,2020-06-03 13:01:14,This quote from Harry Potter seems especially poignant now. Act on the light. #wednesdaywisdom @ Espresso Mail Print and Ship Center  https://www.instagram.com/p/CA-U6-gATRx/?igshid=g78jwu7d19tl …,EspressoMail,False,0,0,0,United States
0,2020-06-04 23:53:17,Ugh I love Harry Potter,mandyhaun,False,1,0,0,United States
1,2020-06-04 23:30:57,Makes me sad every time when Hermione erases herself from her family’s life 😩 Harry Potter is lithe best lmao,mandyhaun,False,0,0,0,United States
2,2020-06-04 23:30:27,"Last week, a student called me his Professor Lupin. Today, I'm listening to @OJDoubleTrouble podcast w/the Weasley twins (@James_Phelps & @OliverPhelps) and Malfoy (@TomFelton,).
The #HarryPotter world seems a safe place to be.  pic.twitter.com/NcuPcd0qS0",Motley_Su,False,0,0,0,United States
3,2020-06-04 23:28:34,So me and my wife are rewatching Harry Potter and as a teacher all I can think about are the numerous safety hazards that the students are exposed to. Protect your kids Hogwarts! Lol,Vrod19881,False,0,0,0,United States
4,2020-06-04 23:07:40,"Diagon Alley #tbt [14.05.2019]
.
#universalstudios #harrypotter #diagonalley #gringotts #vacation #backtolife #dragon #magic #magicplace #florida #usa em Universal Orlando Resort  https://www.instagram.com/p/CBB_HSADYfL/?igshid=1frob70rc7az7 …",thiagodsa,False,0,0,0,United States
5,2020-06-04 23:02:06,An elderly right wing Harry Potter whose allegiance has moved to Slytherin.,MJGBoston,False,1,0,0,United States
